ch1 ch2 ch3 ch4 ch5 ch6 ch7 ch8
462.2 288.1 273.5 273.2 258.4 231.9 272.4 276.8   
428.8 288.6 274.6 272.7 258.1 230.9 271.9 277.3   
396.6 287.8 273.8 273.2 258.7 230.6 271.9 277.0   
405.0 288.9 273.8 274.6 259.5 231.9 271.1 277.3   
445.0 288.9 274.0 274.6 259.2 232.5 272.4 276.8   
462.0 287.8 273.2 273.5 258.9 231.9 272.4 277.0   
428.8 289.4 273.0 273.5 259.2 231.4 272.4 276.5   
395.8 289.4 274.0 273.8 257.9 231.4 272.4 276.5   
404.5 289.2 273.8 273.2 258.9 232.7 272.7 276.5   
445.2 288.4 273.2 273.5 259.2 231.9 272.2 276.8   
462.5 288.6 272.7 273.2 258.9 231.4 272.4 276.8   
430.1 289.4 273.2 274.0 258.9 230.9 273.2 277.0   
397.4 289.2 273.5 273.2 258.9 231.4 273.2 276.5   
405.5 288.6 273.8 272.7 257.9 232.2 273.2 276.5   
445.5 288.1 274.0 274.0 258.1 232.7 273.0 277.0   
462.0 288.6 273.5 273.8 258.4 231.7 272.7 276.8   
429.0 288.6 274.0 273.2 259.5 231.9 272.4 276.5   
396.1 288.6 274.3 273.8 258.9 232.7 272.4 277.3   
404.5 287.8 274.3 273.2 259.2 233.0 272.7 277.3   
444.4 288.4 273.8 273.8 259.2 232.2 272.7 276.5   
461.2 288.4 273.8 274.6 258.9 231.9 272.7 275.9   
428.5 288.6 274.6 274.0 258.7 230.6 272.4 276.5   
396.9 288.1 273.8 273.8 258.7 231.4 273.0 278.1   
403.9 288.6 273.5 274.3 258.4 231.7 272.7 277.0   
445.2 288.9 273.8 273.8 258.9 231.4 272.4 276.5   
461.7 288.9 274.3 273.2 258.1 232.2 273.2 277.0   
428.5 289.2 273.8 273.8 258.7 232.2 272.4 276.5   
396.4 288.1 273.2 274.0 258.9 231.4 271.9 276.2   
405.0 287.5 272.7 273.8 258.7 231.9 271.9 276.5   
445.8 288.1 273.2 274.0 258.4 232.7 273.0 276.5   
462.2 288.4 273.8 273.8 259.5 233.3 272.7 276.5   
429.6 288.4 274.0 273.5 259.2 232.2 272.7 276.2   
397.2 288.6 273.8 273.8 259.2 233.3 271.9 276.5   
404.7 287.8 273.5 273.5 258.7 232.2 271.4 275.7   
444.7 288.9 273.2 273.8 259.2 231.7 273.0 276.8   
462.2 289.4 272.7 273.8 259.7 231.9 273.5 277.0   
429.3 288.9 273.2 273.8 259.2 231.9 272.4 275.9   
396.6 289.2 273.2 274.0 258.9 232.2 272.7 276.2   
404.7 289.7 273.2 274.0 258.1 231.4 272.7 277.8   
445.0 289.4 273.5 273.2 258.4 231.7 272.7 277.0   
461.4 288.6 274.3 273.8 258.7 232.2 271.9 277.3   
429.3 288.6 273.8 273.8 258.7 233.3 271.9 276.8   
396.6 288.9 274.0 273.2 258.7 232.2 272.4 277.3   
404.5 288.6 273.8 273.2 258.9 232.5 272.2 278.1   
445.2 288.6 273.8 273.8 259.2 231.9 272.4 277.8   
462.2 288.9 274.0 273.8 259.2 232.5 273.2 277.6   
428.2 288.6 273.8 273.8 258.9 232.5 272.7 277.3   
395.3 289.2 273.5 273.8 259.2 231.4 273.0 276.8   
402.8 289.2 273.8 273.2 258.9 231.9 272.4 278.1   
443.9 288.6 273.5 272.7 258.9 231.9 272.7 277.3   
461.7 288.9 273.8 272.4 258.9 232.2 273.2 276.8   
429.3 288.6 273.8 272.7 258.7 232.5 273.2 276.5   
396.4 288.4 273.2 273.5 258.9 232.5 272.4 277.8   
403.6 288.6 273.5 273.5 258.7 233.0 271.9 277.3   
445.2 287.5 273.0 274.0 258.9 232.5 271.6 277.6   
462.5 288.1 273.8 273.2 260.0 232.2 272.4 277.8   
429.0 288.9 274.0 273.8 259.7 232.5 272.7 276.8   
396.4 289.2 273.2 273.0 258.9 231.9 272.7 277.3   
403.6 289.4 273.8 273.8 258.9 232.2 272.7 276.8   
443.9 288.9 273.8 273.8 258.9 231.9 272.4 276.8   
462.0 288.4 274.0 273.8 259.2 232.2 273.0 276.8   
430.4 288.1 274.3 273.8 258.4 231.9 272.2 277.8   
396.9 289.4 273.2 274.0 258.4 231.9 271.9 277.8   
403.6 288.9 273.2 274.0 258.9 232.2 272.4 276.5   
444.4 288.1 273.2 273.8 258.7 231.9 273.2 276.2   
462.8 288.1 273.2 274.9 258.9 232.2 272.4 277.3   
429.3 289.2 274.0 273.5 259.2 231.7 271.9 277.6   
396.6 288.9 273.2 273.2 258.9 231.9 272.7 276.5   
403.4 288.9 273.2 273.8 258.9 231.9 272.7 277.6   
444.1 288.4 274.3 273.2 258.1 231.4 272.4 278.1   
462.0 288.1 274.0 272.7 258.4 231.9 272.2 277.0   
429.0 288.4 273.8 273.5 258.7 233.0 272.4 276.8   
396.6 288.4 273.0 273.8 259.7 232.7 272.7 275.9   
403.9 288.9 273.8 273.8 258.9 231.9 271.9 276.8   
443.1 289.2 274.0 272.7 258.7 231.9 272.4 277.3   
461.4 288.4 273.8 273.5 260.3 232.2 272.4 277.8   
429.3 288.6 273.2 274.0 260.0 231.9 271.9 276.8   
396.6 288.9 272.7 273.8 259.2 232.2 273.2 276.8   
403.6 288.6 273.2 273.5 259.2 232.2 273.5 277.0   
444.1 288.1 274.6 274.0 259.2 231.9 272.7 277.3   
462.8 288.1 274.0 273.8 259.2 232.5 271.9 277.6   
431.2 288.6 273.2 274.0 258.7 232.5 272.4 277.3   
397.2 288.9 273.2 273.8 258.9 231.9 272.4 276.8   
403.4 289.2 273.2 274.3 258.9 231.7 272.2 276.8   
443.9 288.4 273.0 273.2 259.5 231.9 271.4 277.3   
462.5 288.6 274.0 273.5 259.5 232.7 271.9 277.8   
430.6 288.6 274.0 273.5 259.2 232.7 271.9 276.8   
396.9 288.1 274.0 273.8 258.9 232.2 272.4 276.8   
403.9 288.6 274.0 273.8 258.4 231.9 273.2 276.8   
444.1 288.6 274.0 274.0 258.4 231.9 272.2 276.5   
462.8 288.9 274.6 273.8 258.9 232.2 272.4 277.0   
430.4 288.9 274.3 274.0 259.2 231.7 272.2 277.3   
396.9 288.6 273.5 274.0 258.4 231.9 272.7 277.3   
403.6 288.6 273.8 273.8 257.9 232.2 272.7 277.0   
443.9 287.8 273.5 273.5 258.9 232.2 272.4 277.3   
462.8 288.9 273.5 273.8 258.4 231.9 272.7 276.8   
430.6 289.7 273.2 273.8 258.9 231.7 271.9 277.6   
397.2 288.6 273.8 272.7 259.5 231.9 272.2 278.6   
403.6 288.9 273.2 273.2 259.2 232.2 272.7 277.6   
444.1 288.6 273.5 273.2 258.9 232.7 272.4 276.8   
461.4 289.2 274.0 272.7 258.9 232.7 272.4 276.8   
430.6 288.9 274.0 273.2 259.2 231.9 272.4 277.3   
398.2 289.4 273.8 272.7 258.9 232.2 271.9 276.5   
403.4 288.1 273.2 273.2 260.0 232.7 272.4 276.5   
444.1 288.4 273.5 273.5 258.9 232.2 272.4 276.8   
462.0 288.9 273.8 273.2 259.2 232.7 273.5 276.5   
430.1 288.6 274.0 274.3 258.9 232.7 272.2 275.7   
397.4 288.9 273.2 274.3 258.9 232.5 271.6 276.5   
403.4 288.1 273.5 273.5 259.2 231.4 272.4 277.3   
444.1 288.1 274.0 273.8 259.5 232.2 271.9 277.6   
462.8 288.9 273.8 273.8 258.4 232.5 271.9 277.3   
431.2 289.2 272.7 274.0 258.7 231.7 272.7 277.0   
398.0 288.4 273.2 273.5 259.2 232.5 273.2 277.8   
404.2 287.5 274.0 273.0 259.2 232.2 273.2 277.0   
443.9 288.4 273.2 274.0 259.5 231.9 273.8 276.5   
462.2 289.2 273.0 273.8 259.7 231.9 272.7 277.0   
432.0 289.4 272.7 273.8 259.7 231.7 272.7 277.0   
398.2 288.6 273.0 274.0 258.9 232.5 272.7 277.3   
403.1 288.4 273.2 273.5 259.5 232.2 273.5 276.8   
443.3 288.4 273.2 272.4 258.9 231.7 273.8 275.9   
462.2 288.6 273.8 272.7 258.4 231.7 272.7 276.2   
431.2 288.6 273.5 273.0 258.4 231.7 272.4 277.0   
397.4 289.7 273.0 273.5 258.9 231.7 271.9 277.8   
403.4 289.4 272.7 274.3 259.7 231.4 272.2 277.3   
443.1 289.2 273.2 273.8 259.2 232.5 272.4 276.8   
462.8 288.9 273.2 273.5 258.9 232.2 271.9 277.3   
431.7 288.6 273.2 272.7 258.7 231.9 272.7 277.3   
397.2 288.6 273.0 273.0 258.4 232.7 272.2 276.8   
402.8 288.6 274.3 273.0 258.9 232.7 272.4 277.0   
442.8 288.6 274.3 272.7 259.7 231.4 271.9 276.8   
461.7 288.4 274.0 273.5 259.2 231.4 271.9 276.5   
431.2 288.1 274.0 273.5 258.9 231.4 271.9 276.8   
396.6 288.9 274.0 274.6 259.2 231.7 272.4 276.5   
402.0 288.9 274.0 273.5 258.9 231.9 272.7 276.5   
442.5 288.9 273.8 273.5 258.9 231.9 272.4 276.5   
461.2 288.9 273.2 274.0 258.4 233.0 272.4 276.8   
430.6 288.6 273.2 273.0 259.5 232.7 272.4 277.3   
396.6 288.6 273.2 272.7 259.7 232.7 271.9 276.8   
401.8 288.6 272.7 273.8 258.9 232.2 272.2 277.3   
442.5 288.4 273.0 274.6 258.9 232.5 272.2 277.3   
461.4 288.9 273.2 274.0 258.1 232.5 271.9 277.8   
430.6 288.4 273.8 273.5 258.4 231.7 271.9 277.6   
396.6 288.1 273.5 274.3 258.9 230.9 271.9 277.3   
402.8 288.6 273.2 274.0 258.4 231.1 272.7 277.3   
442.5 289.4 273.8 273.2 258.1 232.5 271.6 277.3   
462.0 288.6 273.8 273.5 258.9 232.5 271.9 276.8   
431.5 288.4 273.2 274.0 259.2 232.5 272.4 277.3   
397.7 289.2 272.7 273.0 259.2 231.9 271.9 277.0   
402.3 288.9 273.5 273.2 258.4 231.7 272.4 275.9   
442.8 288.1 273.8 274.3 258.9 230.9 271.6 276.8   
461.7 288.1 273.8 273.2 259.2 231.4 271.9 277.3   
431.2 288.6 273.8 273.5 259.2 231.9 271.9 276.8   
396.9 288.6 273.8 273.2 258.1 231.7 272.4 277.0   
402.0 288.4 274.3 274.3 258.1 231.4 272.7 277.3   
442.5 288.6 273.0 274.0 258.4 231.4 272.4 277.8   
462.0 288.9 272.7 273.8 258.4 231.4 271.9 277.6   
431.2 288.6 273.8 273.5 258.4 233.0 271.9 276.5   
397.4 289.4 274.0 273.8 258.9 232.7 273.2 277.0   
402.0 289.4 274.0 274.3 259.5 232.7 271.9 278.4   
442.8 289.2 273.8 273.8 259.5 232.2 272.4 277.8   
461.7 288.9 273.2 273.0 258.7 232.2 271.9 277.8   
432.0 288.6 273.5 273.5 258.4 232.7 272.4 277.6   
396.9 288.4 273.5 273.8 259.5 232.7 272.4 277.3   
402.0 288.9 272.4 273.8 259.2 232.7 271.9 276.5   
443.6 288.1 272.7 273.2 258.9 232.2 271.4 276.8   
463.0 288.1 271.9 273.5 258.9 231.7 271.4 276.8   
432.8 288.6 272.2 273.2 258.7 231.4 271.9 276.5   
398.2 288.6 274.0 273.2 258.9 231.1 272.4 276.8   
402.8 288.6 273.5 273.2 259.5 231.7 272.4 278.1   
443.3 288.6 273.2 273.2 259.2 232.2 272.4 277.3   
463.0 288.9 273.8 273.8 259.2 233.0 273.2 276.5   
431.5 288.6 273.2 274.0 259.5 232.5 273.8 276.8   
397.2 287.8 273.2 274.0 259.2 231.7 273.0 277.3   
402.0 288.4 274.0 273.8 258.7 231.9 272.7 276.5   
442.0 288.9 274.6 272.7 258.4 231.9 272.4 277.8   
462.0 288.6 274.0 273.5 259.2 231.9 272.7 277.8   
432.3 288.6 274.6 273.8 259.2 232.2 271.9 277.8   
398.0 288.9 274.0 273.8 259.5 232.5 271.9 276.8   
401.5 289.4 273.2 273.8 260.0 231.9 271.9 277.0   
442.3 288.9 273.8 274.0 259.2 232.2 272.7 277.0   
462.8 288.4 274.6 273.5 259.7 232.2 272.4 275.9   
433.1 288.4 273.8 274.0 259.2 231.9 272.2 276.8   
398.0 288.9 272.7 274.0 258.9 231.7 272.4 276.8   
401.5 288.9 273.2 273.8 259.2 232.7 271.4 276.5   
442.5 288.9 273.5 273.2 259.2 233.0 271.6 276.8   
462.2 288.6 273.8 274.6 259.2 231.9 273.2 276.8   
432.5 288.1 273.2 274.6 258.4 231.7 272.7 276.8   
398.2 288.1 273.2 273.5 258.9 232.2 272.7 276.8   
402.0 288.6 274.0 273.2 258.9 232.2 272.4 276.5   
442.0 288.6 274.0 273.2 258.9 232.2 273.0 277.0   
462.5 288.1 274.6 273.2 258.9 231.9 272.7 277.3   
432.5 288.6 274.0 273.0 258.9 232.2 272.4 276.5   
398.0 288.9 273.2 273.2 258.9 232.7 272.4 276.5   
402.0 288.4 273.0 273.2 258.7 232.2 272.7 277.3   
442.0 288.4 273.8 273.5 258.9 231.9 271.9 277.3   
462.2 288.4 273.8 273.2 259.2 232.2 272.4 276.8   
433.4 288.9 273.2 273.8 259.2 231.7 272.7 276.8   
399.1 289.2 273.8 274.0 258.9 232.2 272.7 276.8   
402.0 289.4 273.0 274.0 258.9 232.5 272.2 276.8   
442.3 288.9 273.8 273.2 259.5 231.9 271.9 276.5   
462.5 289.2 273.8 273.2 259.2 232.2 272.2 277.3   
433.1 288.9 273.8 273.8 258.7 231.4 272.4 277.3   
398.2 288.6 274.0 273.8 258.9 231.1 271.9 276.5   
400.7 288.6 275.1 273.2 259.2 231.9 272.7 276.2   
441.2 288.6 274.0 273.5 259.2 231.7 273.8 276.5   
462.0 288.9 273.2 273.8 259.5 232.2 272.4 277.0   
432.5 288.6 274.0 273.5 259.7 232.2 271.9 277.6   
398.2 287.8 274.3 274.0 258.9 231.7 272.4 277.0   
401.5 287.0 273.5 274.3 258.4 231.7 272.4 276.8   
442.5 287.8 273.5 274.0 258.4 231.4 272.7 277.0   
462.2 288.6 274.3 273.5 259.2 231.4 272.7 277.8   
433.4 288.6 274.0 273.5 258.4 232.2 273.2 277.8   
397.7 289.2 273.8 273.2 258.4 233.0 272.2 277.6   
401.0 289.7 272.7 274.0 259.2 232.2 272.7 277.8   
442.0 290.0 273.2 273.2 259.2 230.9 273.0 277.3   
462.8 288.4 273.5 274.0 258.4 231.9 271.9 277.3   
433.9 288.4 273.0 274.6 258.7 231.9 271.1 277.0   
398.2 288.9 273.8 274.0 258.9 231.7 272.4 277.3   
401.0 289.4 273.2 273.8 259.7 231.4 272.7 277.6   
441.2 289.7 273.8 272.4 258.9 232.2 271.9 276.5   
462.2 289.4 273.2 273.2 259.2 232.7 272.7 276.5   
433.6 289.7 272.7 273.8 259.2 231.9 273.2 277.0   
398.5 289.7 273.0 273.8 258.7 231.7 272.4 277.3   
401.5 288.9 273.2 274.0 257.9 231.7 272.2 277.6   
441.5 288.9 273.2 274.0 258.9 231.7 272.4 277.3   
461.7 288.4 273.8 274.3 259.7 232.5 272.4 277.0   
433.4 287.8 274.0 274.6 258.9 232.5 273.0 276.2   
397.7 288.1 274.0 274.0 258.4 232.5 271.9 276.5   
401.5 288.1 273.8 273.8 258.4 232.2 271.9 277.3   
441.5 288.6 273.8 272.4 258.4 232.5 271.9 276.8   
462.0 288.6 273.5 273.0 258.7 232.2 272.4 276.5   
432.5 288.9 273.5 273.0 258.7 233.3 272.7 277.0   
398.0 289.4 273.8 273.2 258.9 232.2 272.7 276.8   
401.5 288.9 273.2 274.3 258.9 232.5 272.4 276.8   
441.5 288.9 273.2 273.8 258.1 232.7 272.7 277.0   
462.5 289.2 273.8 273.5 258.4 232.7 272.4 277.3   
433.6 288.6 274.6 273.2 259.2 232.2 271.4 276.8   
398.2 288.1 274.3 273.2 258.4 232.2 271.9 276.8   
401.8 288.6 274.6 273.8 258.4 231.9 272.4 276.5   
442.0 290.0 274.0 274.0 259.2 231.9 272.2 276.8   
463.3 289.2 274.0 274.6 258.7 232.5 272.7 277.0   
434.2 289.4 273.5 274.0 258.9 231.9 272.7 277.3   
398.0 288.1 273.8 274.0 258.4 230.9 273.0 277.3   
401.0 288.6 274.0 273.8 259.2 232.2 272.4 277.3   
442.3 288.1 274.6 273.8 258.9 232.2 273.2 277.6   
462.2 288.1 273.8 273.8 259.2 232.2 273.2 277.3   
433.4 288.9 273.2 272.7 258.9 231.9 272.4 277.0   
398.0 288.6 273.0 273.8 258.9 233.3 271.9 276.8   
401.5 288.1 273.5 273.8 259.2 232.2 272.7 276.8   
441.5 288.1 273.2 273.8 259.2 231.9 272.7 277.3   
463.3 288.6 273.2 273.8 259.7 232.7 272.4 277.8   
434.2 289.2 273.5 273.5 259.7 232.2 272.4 277.8   
398.8 289.4 274.3 273.8 259.2 232.2 272.4 277.3   
400.7 288.9 274.0 273.8 258.9 231.9 272.7 276.2   
440.6 289.2 273.8 273.8 258.9 231.9 272.4 276.5   
462.8 289.2 273.5 273.8 258.7 231.9 272.7 276.8   
434.7 288.9 273.5 274.0 258.9 231.9 271.9 276.8   
399.1 288.9 272.7 273.2 258.9 231.4 271.9 276.8   
400.7 289.2 273.5 273.8 258.9 231.7 273.0 277.3   
441.2 288.9 273.2 273.5 258.7 232.5 272.4 277.3   
461.7 288.9 273.2 273.2 258.9 233.0 271.6 277.8   
433.6 288.9 273.2 273.0 258.1 232.2 272.4 277.6   
398.8 288.1 273.5 273.5 257.9 232.5 273.0 276.8   
401.0 287.8 273.8 274.0 258.9 232.5 272.2 276.8   
440.1 288.6 273.5 273.8 258.9 232.2 271.9 277.3   
462.2 288.9 273.2 273.5 259.2 232.2 272.4 277.6   
434.7 288.9 274.3 272.7 258.4 231.4 271.6 277.6   
398.8 287.8 273.8 273.8 258.9 231.9 272.2 276.8   
401.0 287.3 274.6 274.0 259.2 232.2 272.4 277.6   
441.2 288.6 273.2 274.0 259.2 232.7 272.4 277.0   
462.8 288.1 273.5 273.8 259.7 233.0 271.6 276.5   
434.4 288.9 274.0 273.0 258.7 233.0 272.4 276.8   
398.8 289.2 274.0 273.8 258.4 232.2 272.7 276.8   
400.4 288.4 273.8 273.8 258.4 231.4 273.2 276.8   
440.4 288.4 273.2 272.7 258.4 232.2 273.0 276.8   
462.2 289.2 273.2 273.2 258.7 232.2 272.7 277.0   
434.7 288.9 273.2 273.8 258.7 231.9 272.2 277.3   
398.8 287.8 273.2 273.8 259.2 232.2 272.4 277.0   
400.7 288.6 273.2 273.0 258.9 232.2 272.4 277.3   
439.8 288.6 273.8 272.7 258.4 231.4 271.9 277.6   
462.8 288.1 272.7 273.2 258.4 232.2 271.6 277.0   
434.4 288.9 272.7 273.5 258.7 232.2 271.6 277.3   
398.8 288.9 273.2 273.5 258.1 231.4 271.9 276.8   
399.6 288.6 273.8 273.5 258.4 231.9 271.9 276.5   
440.1 288.9 273.2 273.2 257.9 232.5 272.4 276.5   
461.7 288.6 273.5 273.8 258.4 231.9 272.4 276.8   
433.9 288.4 274.3 274.0 258.7 232.5 271.9 277.3   
398.2 288.6 274.6 273.8 258.9 231.9 272.4 277.3   
399.6 287.8 273.5 274.0 259.5 231.4 272.7 277.3   
439.8 288.4 273.0 273.8 258.9 232.2 272.4 277.0   
461.7 288.6 271.9 273.8 258.7 233.0 271.9 277.6   
434.4 288.4 272.7 274.0 258.9 233.6 271.9 277.8   
398.8 288.1 273.5 273.5 258.9 232.7 272.4 277.6   
401.0 287.5 273.5 273.0 258.9 232.2 272.4 277.6   
440.6 288.4 273.5 274.0 258.9 232.2 272.4 277.3   
462.0 289.4 272.7 273.5 258.4 231.9 272.4 275.9   
434.7 290.0 273.8 273.8 258.1 232.7 272.7 276.5   
398.5 289.2 274.0 273.8 257.6 232.7 272.2 276.8   
401.0 288.4 274.0 273.5 258.4 232.2 271.9 277.0   
440.6 288.9 274.0 273.2 257.9 231.1 272.4 277.3   
461.4 288.6 273.2 273.0 258.7 231.9 273.0 278.1   
434.7 288.6 273.2 273.5 259.2 231.9 272.7 278.1   
398.8 288.1 274.0 273.2 259.2 231.4 273.0 277.3   
399.9 288.1 274.0 273.5 258.9 231.9 271.6 276.8   
440.6 288.4 273.8 273.8 258.4 232.2 271.6 276.8   
462.0 288.6 274.6 274.0 258.9 232.2 272.4 277.0   
435.8 289.2 273.5 273.8 259.5 231.9 272.2 277.0   
399.3 288.9 273.2 273.8 260.0 232.2 272.7 276.5   
400.1 288.9 273.2 273.8 259.2 232.2 272.7 276.8   
439.6 288.9 274.0 273.8 259.2 232.2 272.7 277.6   
462.2 288.4 274.0 273.8 258.9 232.2 271.9 278.1   
435.2 288.4 273.5 273.8 259.2 232.5 271.4 277.3   
398.5 288.6 273.8 273.8 258.9 232.2 272.2 277.6   
401.0 289.4 274.0 273.8 259.5 231.9 272.2 278.1   
440.6 289.4 274.0 273.2 259.7 231.7 271.6 277.6   
461.7 289.2 273.8 273.2 258.9 232.2 272.2 276.2   
435.2 288.4 273.8 273.8 259.2 232.2 272.4 276.5   
399.6 289.4 273.5 274.3 258.9 231.9 272.2 277.3   
400.4 289.4 274.6 273.5 257.9 232.2 272.4 276.5   
440.1 289.2 273.8 273.5 258.9 232.2 272.7 275.9   
461.7 288.9 273.0 274.0 259.2 231.7 272.7 275.9   
435.2 288.9 274.0 274.9 258.7 231.9 272.4 276.5   
398.5 288.9 273.8 273.5 258.1 232.7 272.7 276.5   
400.4 289.4 273.2 273.5 258.4 232.2 272.4 277.3   
440.1 288.6 273.2 273.5 259.2 231.9 273.0 276.8   
462.5 288.6 272.7 274.0 259.2 231.9 272.4 276.5   
435.2 288.6 273.2 274.6 258.9 231.9 272.4 275.7   
398.8 288.1 273.8 274.6 258.9 231.9 272.4 276.8   
399.9 288.4 273.2 273.5 259.7 231.9 272.4 277.3   
439.8 288.1 273.0 273.8 259.7 231.4 273.0 277.3   
461.4 288.6 273.0 272.7 259.2 231.4 272.4 276.8   
435.5 288.9 274.0 273.2 258.9 231.9 271.6 277.3   
398.2 288.6 273.8 273.2 258.4 232.2 271.1 277.3   
399.3 289.4 273.2 273.8 258.9 231.1 272.4 276.2   
439.8 288.9 273.2 273.0 258.9 232.2 273.2 275.9   
461.7 288.9 273.2 273.5 258.7 231.9 273.2 277.3   
435.5 288.6 273.2 273.8 258.9 231.9 271.9 277.6   
398.8 288.6 273.2 274.0 259.2 231.9 272.4 276.5   
400.4 288.9 273.5 274.3 259.5 231.4 272.2 276.8   
440.1 288.6 273.5 274.0 259.7 232.5 272.2 276.8   
463.0 288.9 273.8 273.8 259.5 232.2 272.4 277.0   
436.6 289.4 272.7 274.0 259.2 231.7 273.2 277.8   
399.3 289.4 273.2 273.2 258.4 231.4 273.2 277.8   
400.1 288.1 274.0 273.8 259.2 232.2 273.8 277.0   
440.6 288.6 274.0 273.8 258.9 232.2 272.7 277.3   
465.2 289.7 273.5 273.2 257.9 231.9 271.6 277.3   
435.8 288.6 273.2 273.2 258.9 231.9 271.9 277.3   
397.4 288.6 273.2 274.0 259.7 232.5 271.9 276.8   
399.6 288.4 273.5 273.2 259.2 232.7 272.7 275.4   
439.3 288.1 273.8 273.2 259.5 231.9 273.5 276.8   
462.2 287.8 273.5 273.8 258.9 231.4 273.0 277.0   
435.8 288.1 272.4 273.0 258.9 232.2 272.2 276.8   
397.7 289.4 273.5 272.7 259.2 232.7 271.6 276.5   
396.9 289.2 273.5 272.7 258.9 231.9 272.4 275.9   
442.8 288.1 272.7 274.0 259.2 231.9 273.2 276.8   
466.3 287.8 273.2 274.0 259.2 233.3 272.4 277.0   
435.8 289.4 273.2 273.2 259.7 232.2 271.9 277.3   
396.1 288.6 273.8 273.2 258.9 231.9 272.7 277.0   
396.1 288.6 273.2 273.2 258.4 231.9 272.7 276.8   
441.7 289.4 272.7 273.8 258.7 231.9 272.4 277.0   
468.5 289.4 273.0 273.8 259.7 231.7 271.9 275.9   
438.8 289.4 273.2 272.7 259.2 230.9 272.2 276.5   
396.9 288.1 273.5 273.5 258.7 231.9 271.9 277.0   
397.2 287.3 272.4 273.2 259.2 231.9 272.2 278.1   
441.5 288.1 273.8 273.8 259.2 231.7 272.2 278.1   
467.6 288.4 273.8 273.8 259.5 232.2 272.7 277.6   
437.9 288.6 274.0 273.5 259.2 232.2 272.7 277.8   
395.5 288.6 274.0 273.5 258.4 232.2 271.9 276.8   
396.4 287.5 274.6 273.8 258.7 231.9 272.4 277.3   
442.3 288.6 274.3 273.5 259.7 232.2 272.2 277.3   
468.2 289.4 274.6 274.3 258.4 232.5 272.2 276.5   
438.5 289.2 273.8 273.2 258.9 232.2 272.4 276.5   
395.5 289.2 273.2 273.8 259.2 231.9 272.7 276.2   
396.1 289.2 274.0 273.2 258.9 232.5 273.0 277.0   
442.0 289.7 273.8 273.0 258.9 232.5 271.9 277.0   
467.1 288.9 273.8 273.0 259.5 232.7 272.7 277.3   
437.4 289.4 273.2 273.2 258.9 232.5 272.7 278.6   
395.3 289.2 273.2 273.8 258.4 232.2 271.9 276.5   
396.1 288.6 273.8 273.2 259.5 232.2 271.9 275.9   
441.2 288.9 273.8 274.0 260.0 232.5 271.4 276.5   
467.1 289.7 273.5 273.8 259.7 232.5 271.9 276.8   
438.2 288.9 274.3 273.5 258.9 232.7 272.4 277.3   
396.1 288.9 274.6 273.8 258.9 232.2 272.7 277.3   
396.1 288.9 274.0 273.5 259.2 231.9 272.7 276.8   
441.5 288.6 273.8 273.2 259.2 232.2 272.7 276.2   
468.2 288.9 273.8 272.7 258.4 232.2 273.0 276.5   
438.8 288.9 273.0 273.5 258.4 232.2 271.9 277.3   
396.4 288.6 272.7 273.2 258.7 231.9 272.7 277.3   
395.5 288.9 272.7 273.5 258.9 230.9 271.9 276.8   
440.6 288.4 273.5 273.5 259.2 231.7 272.7 276.5   
467.4 288.1 274.0 273.8 258.7 231.9 273.5 276.8   
438.2 288.1 273.8 273.2 258.4 231.9 273.2 276.8   
395.5 288.4 273.5 273.2 258.7 230.9 272.7 276.8   
395.0 289.4 273.5 273.2 258.9 230.9 273.2 277.3   
440.6 289.4 273.5 272.7 258.4 231.9 272.7 277.0   
467.1 288.1 273.5 273.0 258.4 231.9 272.2 276.8   
437.7 288.6 273.5 273.5 257.9 232.7 272.4 277.3   
395.3 288.9 274.3 273.2 258.9 233.6 271.6 277.6   
394.7 288.4 274.6 273.2 259.7 232.5 271.9 277.3   
440.1 288.4 274.0 273.0 259.2 232.2 272.4 277.0   
466.8 288.6 273.2 273.2 258.4 232.2 271.9 276.8   
437.9 287.8 272.2 273.8 258.7 231.9 272.4 277.3   
396.1 288.1 273.8 273.0 258.9 232.2 272.7 277.3   
395.3 289.2 273.8 272.4 259.5 232.2 272.7 276.8   
440.1 288.6 274.0 273.2 258.9 231.9 272.7 277.3   
466.3 288.6 273.5 272.4 258.7 231.7 272.4 276.5   
437.4 288.9 273.2 273.2 258.9 232.5 271.6 275.9   
394.7 288.9 273.2 273.5 258.9 232.2 272.4 276.8   
394.7 288.1 273.0 273.2 259.5 232.2 272.4 276.5   
440.9 288.4 272.7 274.0 259.7 231.9 272.2 277.0   
466.8 288.9 271.9 273.8 259.5 231.9 272.4 277.6   
437.9 288.6 272.7 273.5 259.7 232.2 271.9 278.1   
395.3 288.9 274.0 273.8 258.7 231.7 272.4 277.3   
394.5 288.6 274.6 273.8 258.4 231.9 272.7 276.8   
440.6 288.6 273.8 273.5 259.2 232.5 272.2 277.0   
467.6 288.9 274.0 273.0 259.7 232.7 272.4 276.8   
439.0 289.4 273.5 273.2 259.7 231.9 273.0 276.8   
395.5 289.4 273.2 273.8 259.2 232.7 273.0 276.8   
395.5 287.5 273.8 273.0 259.2 233.0 273.5 277.3   
440.6 287.5 273.5 273.2 259.5 232.2 272.7 276.5   
467.1 288.1 273.2 273.5 259.5 232.5 272.4 275.9   
439.3 288.4 273.8 273.8 258.9 231.9 271.4 276.8   
396.4 288.9 274.0 272.7 259.2 231.9 271.9 276.8   
